Customer ID,Recency,Frequency,Monetary,R,F,M,Segment
13674.0,410,1,240.68,1,1,1,Lost
13675.0,129,2,486.82000000000005,2,2,2,At Risk
13676.0,516,2,243.9,1,2,1,Lost
13677.0,382,2,556.1899999999999,1,2,2,Lost
13678.0,129,1,232.6,2,1,1,At Risk
13679.0,471,3,281.26,1,2,1,Lost
13680.0,17,11,10797.29,4,4,4,Champion
13681.0,3,3,710.75,4,2,2,Loyal
13682.0,165,1,59.5,2,1,1,At Risk
13683.0,435,1,258.6,1,1,1,Lost
13684.0,263,4,596.98,2,3,2,At Risk
13685.0,23,3,1934.45,4,2,3,Loyal
13686.0,160,3,409.04,2,2,2,At Risk
13687.0,415,1,11880.84,1,1,4,Lost
13688.0,613,1,375.5,1,1,2,Lost
13689.0,41,2,1259.5,3,2,3,Loyal
13690.0,37,1,172.25,3,1,1,New Client
13691.0,373,1,212.78,1,1,1,Lost
13692.0,2,5,3114.4,4,3,4,Champion
13693.0,351,9,2011.82,2,4,3,At Risk
13694.0,3,140,193351.65,4,4,4,Champion
13695.0,9,16,2770.73,4,4,4,Champion
13696.0,399,3,2020.4,1,2,3,Lost
13697.0,16,1,151.29999999999998,4,1,1,New Client
13698.0,574,2,465.53000000000003,1,2,2,Lost
13699.0,132,2,764.15,2,2,2,At Risk
13700.0,4,13,2613.46,4,4,4,Champion
13701.0,424,1,161.0,1,1,1,Lost
13702.0,423,1,135.18,1,1,1,Lost
13703.0,296,2,425.56,2,2,2,At Risk
13704.0,24,7,1906.02,4,4,3,Champion
13705.0,122,6,1846.15,2,3,3,At Risk
13706.0,280,2,631.17,2,2,2,At Risk
13707.0,244,5,3365.86,2,3,4,At Risk
13708.0,249,1,296.88,2,1,1,At Risk
13709.0,14,16,7063.4400000000005,4,4,4,Champion
13710.0,9,3,509.52,4,2,2,Loyal
13711.0,196,9,1792.26,2,4,3,At Risk
13712.0,224,2,766.42,2,2,2,At Risk
13713.0,385,3,743.26,1,2,2,Lost
13714.0,443,1,161.35,1,1,1,Lost
13715.0,258,17,8483.29,2,4,4,At Risk
13716.0,247,1,138.28,2,1,1,At Risk
13717.0,10,8,1763.3,4,4,3,Champion
13718.0,224,2,306.55,2,2,1,At Risk
13719.0,11,10,2693.59,4,4,4,Champion
13720.0,94,4,799.9,3,3,2,Loyal
13721.0,14,2,741.54,4,2,2,Loyal
13722.0,109,10,5635.41,3,4,4,Champion
13723.0,194,6,1209.2,2,3,3,At Risk
13724.0,614,1,213.01,1,1,1,Lost
13725.0,27,8,1980.56,4,4,3,Champion
13726.0,16,2,1079.6599999999999,4,2,3,Loyal
13727.0,6,8,1080.05,4,4,3,Champion
13728.0,14,16,2855.17,4,4,4,Champion
13729.0,413,3,724.73,1,2,2,Lost
13730.0,113,2,752.6,3,2,2,Loyal
13731.0,197,2,610.59,2,2,2,At Risk
13732.0,5,1,491.86,4,1,2,New Client
13733.0,388,2,487.03000000000003,1,2,2,Lost
13734.0,486,4,6701.640000000001,1,3,4,Lost
13735.0,2,13,9813.22,4,4,4,Champion
13736.0,238,6,2391.84,2,3,4,At Risk
13737.0,177,1,339.59999999999997,2,1,2,At Risk
13738.0,373,1,440.93,1,1,2,Lost
13739.0,505,1,75.3,1,1,1,Lost
13740.0,218,5,1597.77,2,3,3,At Risk
13741.0,49,3,668.4300000000001,3,2,2,Loyal
13742.0,67,11,2791.62,3,4,4,Champion
13743.0,66,6,1065.84,3,3,3,Champion
13744.0,73,2,1156.36,3,2,3,Loyal
13745.0,139,2,777.36,2,2,2,At Risk
13746.0,391,1,176.69,1,1,1,Lost
13747.0,351,2,249.39999999999998,2,2,1,At Risk
13748.0,73,9,2268.35,3,4,4,Champion
13750.0,31,11,3602.1800000000003,3,4,4,Champion
13751.0,265,1,296.25,2,1,1,At Risk
13752.0,102,7,1590.73,3,4,3,Champion
13753.0,265,4,2094.57,2,3,3,At Risk
13754.0,129,3,447.05,2,2,2,At Risk
13755.0,3,5,1399.66,4,3,3,Champion
13756.0,13,19,7894.06,4,4,4,Champion
13757.0,652,1,195.55,1,1,1,Lost
13758.0,16,14,8904.17,4,4,4,Champion
13759.0,11,2,659.4100000000001,4,2,2,Loyal
13760.0,31,5,1363.6399999999999,3,3,3,Champion
13761.0,28,6,1952.17,4,3,3,Champion
13762.0,196,5,2472.48,2,3,4,At Risk
13763.0,41,3,5217.4400000000005,3,2,4,Loyal
13764.0,48,6,2953.26,3,3,4,Champion
13765.0,631,1,352.821,1,1,2,Lost
13766.0,473,1,190.35,1,1,1,Lost
13767.0,3,72,34654.55,4,4,4,Champion
13768.0,704,2,875.97,1,2,3,Lost
13769.0,15,19,5482.5,4,4,4,Champion
13770.0,400,4,785.37,1,3,2,Lost
13771.0,42,9,5728.82,3,4,4,Champion
13772.0,11,8,3114.22,4,4,4,Champion
13773.0,374,2,301.54,1,2,1,Lost
13774.0,59,1,345.0,3,1,2,New Client
13775.0,568,1,1049.66,1,1,3,Lost
13776.0,405,2,623.98,1,2,2,Lost
13777.0,2,58,53961.67,4,4,4,Champion
13778.0,80,4,1124.49,3,3,3,Champion
13779.0,493,1,161.13,1,1,1,Lost
13780.0,148,2,492.09000000000003,2,2,2,At Risk
13781.0,228,3,778.83,2,2,2,At Risk
13782.0,25,12,1623.66,4,4,3,Champion
13783.0,465,4,1542.09,1,3,3,Lost
13784.0,35,13,2872.07,3,4,4,Champion
13785.0,406,4,542.49,1,3,2,Lost
13786.0,345,6,3358.94,2,3,4,At Risk
13787.0,53,6,1222.5,3,3,3,Champion
13788.0,482,1,3.75,1,1,1,Lost
13789.0,365,1,239.45999999999998,1,1,1,Lost
13791.0,105,2,1516.0,3,2,3,Loyal
13792.0,44,3,383.95,3,2,2,Loyal
13793.0,624,1,96.0,1,1,1,Lost
13794.0,524,1,126.03,1,1,1,Lost
13795.0,365,4,836.3,1,3,2,Lost
13796.0,477,1,289.7,1,1,1,Lost
13797.0,414,3,1179.45,1,2,3,Lost
13798.0,4,105,73257.17,4,4,4,Champion
13799.0,94,9,2803.57,3,4,4,Champion
13800.0,287,3,1679.56,2,2,3,At Risk
13801.0,44,1,324.8,3,1,1,New Client
13802.0,116,19,26259.11,3,4,4,Champion
13803.0,233,3,1338.91,2,2,3,At Risk
13804.0,8,9,3208.52,4,4,4,Champion
13805.0,30,2,924.6,3,2,3,Loyal
13806.0,41,1,256.38,3,1,1,New Client
13807.0,344,3,534.8,2,2,2,At Risk
13808.0,24,4,1518.5,4,3,3,Champion
13809.0,283,3,679.7,2,2,2,At Risk
13810.0,6,3,1499.01,4,2,3,Loyal
13811.0,161,3,814.5,2,2,2,At Risk
13812.0,20,3,539.0,4,2,2,Loyal
13813.0,17,8,2765.47,4,4,4,Champion
13814.0,70,3,2257.32,3,2,4,Loyal
13815.0,1,7,7372.54,4,4,4,Champion
13816.0,1,2,571.6700000000001,4,2,2,Loyal
13817.0,6,2,382.98,4,2,2,Loyal
13818.0,407,1,61.28,1,1,1,Lost
13819.0,279,6,2642.35,2,3,4,At Risk
13820.0,396,3,660.65,1,2,2,Lost
13821.0,122,6,1410.73,2,3,3,At Risk
13822.0,17,1,468.38,4,1,2,New Client
13823.0,69,6,3096.21,3,3,4,Champion
13824.0,10,12,3314.76,4,4,4,Champion
13825.0,599,2,255.59,1,2,1,Lost
13826.0,154,1,189.5,2,1,1,At Risk
13827.0,35,3,412.05,3,2,2,Loyal
13829.0,398,1,102.0,1,1,1,Lost
13830.0,559,1,156.85000000000002,1,1,1,Lost
13831.0,65,17,6616.18,3,4,4,Champion
13832.0,400,1,561.49,1,1,2,Lost
13833.0,137,2,701.36,2,2,2,At Risk
13834.0,554,2,324.19,1,2,1,Lost
13835.0,2,7,1095.27,4,4,3,Champion
13836.0,377,2,620.37,1,2,2,Lost
13837.0,189,2,271.24,2,2,1,At Risk
13838.0,95,9,1753.95,3,4,3,Champion
13839.0,464,1,139.95000000000002,1,1,1,Lost
13840.0,394,1,651.4,1,1,2,Lost
13841.0,230,1,85.0,2,1,1,At Risk
13842.0,36,18,5629.91,3,4,4,Champion
13843.0,358,1,319.75,2,1,1,At Risk
13845.0,42,1,312.98,3,1,1,New Client
13846.0,2,4,1307.79,4,3,3,Champion
13847.0,697,1,310.72,1,1,1,Lost
13848.0,70,8,3335.0,3,4,4,Champion
13849.0,29,5,3469.3,3,3,4,Champion
13850.0,107,1,1595.48,3,1,3,New Client
13851.0,73,8,4606.46,3,4,4,Champion
13852.0,588,1,187.35000000000002,1,1,1,Lost
13853.0,35,1,1090.14,3,1,3,New Client
13854.0,1,38,11951.68,4,4,4,Champion
13855.0,478,4,1310.3400000000001,1,3,3,Lost
13856.0,146,11,1142.03,2,4,3,At Risk
13857.0,371,6,1001.01,1,3,3,Lost
13858.0,34,1,216.17,3,1,1,New Client
13859.0,303,2,515.86,2,2,2,At Risk
13860.0,30,3,617.81,3,2,2,Loyal
13861.0,407,2,273.26,1,2,1,Lost
13862.0,50,8,2436.43,3,4,4,Champion
13863.0,225,4,1239.55,2,3,3,At Risk
13864.0,364,1,662.4000000000001,2,1,2,At Risk
13865.0,36,4,501.56,3,3,2,Loyal
13866.0,52,1,145.67000000000002,3,1,1,New Client
13867.0,8,3,1015.29,4,2,3,Loyal
13868.0,16,1,507.54,4,1,2,New Client
13869.0,101,10,8111.57,3,4,4,Champion
13870.0,17,14,5559.33,4,4,4,Champion
13871.0,23,16,7353.09,4,4,4,Champion
13872.0,504,3,919.57,1,2,3,Lost
13873.0,97,8,1038.92,3,4,3,Champion
13874.0,335,7,2049.15,2,4,3,At Risk
13875.0,31,14,4814.37,3,4,4,Champion
13876.0,41,1,122.7,3,1,1,New Client
13877.0,63,3,449.68,3,2,2,Loyal
13878.0,32,4,2473.06,3,3,4,Champion
13879.0,623,1,395.5,1,1,2,Lost
13880.0,30,16,3995.01,3,4,4,Champion
13881.0,2,39,42319.82,4,4,4,Champion
13882.0,8,3,732.81,4,2,2,Loyal
13883.0,196,14,5628.32,2,4,4,At Risk
13884.0,67,9,1641.38,3,4,3,Champion
13885.0,167,2,506.8,2,2,2,At Risk
13886.0,49,1,243.56,3,1,1,New Client
13887.0,181,1,349.55,2,1,2,At Risk
13888.0,97,7,2169.05,3,4,3,Champion
13889.0,70,6,1991.23,3,3,3,Champion
13890.0,1,10,2264.83,4,4,4,Champion
13891.0,355,3,863.5600000000001,2,2,3,At Risk
13892.0,4,6,1267.6499999999999,4,3,3,Champion
13893.0,275,1,821.1,2,1,2,At Risk
13894.0,1,3,564.62,4,2,2,Loyal
13895.0,5,6,4008.52,4,3,4,Champion
13896.0,603,1,388.55,1,1,2,Lost
13897.0,28,3,1160.72,4,2,3,Loyal
13898.0,303,2,686.4,2,2,2,At Risk
13899.0,252,1,298.5,2,1,1,At Risk
13900.0,160,6,1610.59,2,3,3,At Risk
13901.0,50,15,5676.34,3,4,4,Champion
13902.0,610,5,34095.26,1,3,4,Lost
13903.0,377,1,165.45000000000002,1,1,1,Lost
13904.0,15,2,332.64,4,2,1,Loyal
13905.0,710,1,312.65,1,1,1,Lost
13906.0,387,1,42.0,1,1,1,Lost
13907.0,669,1,136.8,1,1,1,Lost
13908.0,57,4,2369.55,3,3,4,Champion
13909.0,400,2,286.6,1,2,1,Lost
13911.0,34,20,4234.99,3,4,4,Champion
13912.0,401,1,124.95,1,1,1,Lost
13913.0,484,1,42.22,1,1,1,Lost
13914.0,13,1,321.07,4,1,1,New Client
13915.0,372,1,70.80000000000001,1,1,1,Lost
13916.0,441,4,1275.81,1,3,3,Lost
13917.0,27,2,272.04,4,2,1,Loyal
13918.0,27,2,1212.8400000000001,4,2,3,Loyal
13919.0,37,4,1360.68,3,3,3,Champion
13920.0,409,4,1774.68,1,3,3,Lost
13921.0,379,4,730.7,1,3,2,Lost
13922.0,329,3,865.2,2,2,3,At Risk
13923.0,31,1,351.13,3,1,2,New Client
13924.0,9,3,1161.26,4,2,3,Loyal
13925.0,70,4,678.25,3,3,2,Loyal
13926.0,1,1,223.85000000000002,4,1,1,New Client
13927.0,52,2,708.26,3,2,2,Loyal
13928.0,9,3,356.67,4,2,2,Loyal
13929.0,146,11,3494.1,2,4,4,At Risk
13930.0,35,2,337.34,3,2,1,Loyal
13931.0,73,11,5257.38,3,4,4,Champion
13932.0,272,1,307.4,2,1,1,At Risk
13933.0,87,2,608.7900000000001,3,2,2,Loyal
13934.0,241,1,922.1,2,1,3,At Risk
13935.0,574,3,6116.92,1,2,4,Lost
13936.0,157,3,939.66,2,2,3,At Risk
13937.0,146,2,880.13,2,2,3,At Risk
13938.0,13,1,71.66,4,1,1,New Client
13939.0,1,7,1560.96,4,4,3,Champion
13940.0,41,3,616.3,3,2,2,Loyal
13941.0,67,14,9868.64,3,4,4,Champion
13942.0,512,1,320.0,1,1,1,Lost
13943.0,555,1,246.54,1,1,1,Lost
13944.0,631,1,200.43,1,1,1,Lost
13945.0,372,2,854.15,1,2,3,Lost
13946.0,57,6,1876.23,3,3,3,Champion
13947.0,43,1,90.6,3,1,1,New Client
13948.0,338,4,548.76,2,3,2,At Risk
13949.0,2,5,1909.09,4,3,3,Champion
13950.0,2,3,464.59999999999997,4,2,2,Loyal
13951.0,153,3,674.45,2,2,2,At Risk
13952.0,195,14,12823.521,2,4,4,At Risk
13953.0,30,11,6229.36,3,4,4,Champion
13954.0,48,1,227.41,3,1,1,New Client
13955.0,131,3,545.17,2,2,2,At Risk
13956.0,31,4,869.92,3,3,3,Champion
13957.0,395,3,458.25,1,2,2,Lost
13958.0,357,8,4709.2300000000005,2,4,4,At Risk
13959.0,57,6,1076.18,3,3,3,Champion
13960.0,49,1,128.1,3,1,1,New Client
13961.0,370,1,538.4,1,1,2,Lost
13962.0,223,2,310.85,2,2,1,At Risk
13963.0,286,17,3011.87,2,4,4,At Risk
13964.0,365,2,438.9,1,2,2,Lost
13965.0,454,3,996.61,1,2,3,Lost
13966.0,413,1,390.86,1,1,2,Lost
13967.0,123,2,166.3,2,2,1,At Risk
13968.0,401,1,123.66,1,1,1,Lost
13969.0,15,31,10748.81,4,4,4,Champion
13970.0,364,2,846.55,2,2,2,At Risk
13971.0,37,13,4266.87,3,4,4,Champion
13972.0,48,2,190.25,3,2,1,Loyal
13973.0,265,1,264.7,2,1,1,At Risk
13974.0,27,2,677.72,4,2,2,Loyal
13975.0,9,12,5358.84,4,4,4,Champion
13976.0,184,4,1192.36,2,3,3,At Risk
13977.0,389,1,519.8100000000001,1,1,2,Lost
13978.0,23,1,158.99,4,1,1,New Client
13979.0,51,7,3416.23,3,4,4,Champion
13980.0,38,5,799.92,3,3,2,Loyal
13981.0,393,1,331.14,1,1,1,Lost
13982.0,16,9,4445.59,4,4,4,Champion
13983.0,7,21,7108.45,4,4,4,Champion
13984.0,4,12,2048.6,4,4,3,Champion
13985.0,9,18,8341.27,4,4,4,Champion
13987.0,357,2,682.54,2,2,2,At Risk
13988.0,21,7,4295.36,4,4,4,Champion
13989.0,43,5,2026.06,3,3,3,Champion
13990.0,191,1,311.3,2,1,1,At Risk
13991.0,30,3,540.25,3,2,2,Loyal
13992.0,7,3,219.5,4,2,1,Loyal
13993.0,20,19,6775.71,4,4,4,Champion
13994.0,17,5,2197.04,4,3,3,Champion
13995.0,34,13,3686.25,3,4,4,Champion
13996.0,363,2,895.76,2,2,3,At Risk
13997.0,496,3,382.31,1,2,2,Lost
13998.0,424,3,566.7,1,2,2,Lost
13999.0,6,28,9106.29,4,4,4,Champion
14000.0,188,5,2046.3400000000001,2,3,3,At Risk
14001.0,23,9,4530.09,4,4,4,Champion
14002.0,111,2,529.73,3,2,2,Loyal
14003.0,710,1,209.41,1,1,1,Lost
14004.0,21,11,6258.45,4,4,4,Champion
14005.0,53,4,977.68,3,3,3,Champion
14006.0,93,7,2196.67,3,4,3,Champion
14007.0,490,1,79.48,1,1,1,Lost
14008.0,410,1,509.04,1,1,2,Lost
14009.0,175,3,1099.91,2,2,3,At Risk
14010.0,543,2,445.15,1,2,2,Lost
14011.0,457,2,457.82,1,2,2,Lost
14012.0,255,1,328.8,2,1,1,At Risk
14013.0,88,5,1084.57,3,3,3,Champion
14014.0,55,3,1948.21,3,2,3,Loyal
14015.0,30,1,917.34,3,1,3,New Client
14016.0,139,11,11403.41,2,4,4,At Risk
14017.0,549,1,229.75,1,1,1,Lost
14018.0,623,1,367.15000000000003,1,1,2,Lost
14019.0,24,3,1421.61,4,2,3,Loyal
14020.0,65,3,937.35,3,2,3,Loyal
14021.0,132,7,1716.58,2,4,3,At Risk
14022.0,203,2,792.15,2,2,2,At Risk
14023.0,227,1,273.14,2,1,1,At Risk
14024.0,99,3,645.74,3,2,2,Loyal
14025.0,442,8,4057.9,1,4,4,Lost
14026.0,448,2,713.11,1,2,2,Lost
14027.0,38,1,104.82,3,1,1,New Client
14028.0,528,3,10396.5,1,2,4,Lost
14029.0,41,2,467.66,3,2,2,Loyal
14030.0,66,19,7719.01,3,4,4,Champion
14031.0,26,42,38423.96,4,4,4,Champion
14032.0,15,13,4124.97,4,4,4,Champion
14033.0,533,1,109.44,1,1,1,Lost
14034.0,135,2,473.90999999999997,2,2,2,At Risk
14035.0,6,9,2856.72,4,4,4,Champion
14036.0,262,1,626.65,2,1,2,At Risk
14037.0,154,6,836.95,2,3,2,At Risk
14038.0,56,5,3069.88,3,3,4,Champion
14039.0,11,2,267.28000000000003,4,2,1,Loyal
14040.0,18,35,12645.57,4,4,4,Champion
14041.0,244,1,141.41,2,1,1,At Risk
14042.0,703,1,431.98,1,1,2,Lost
14043.0,468,2,304.25,1,2,1,Lost
14044.0,4,10,3123.1,4,4,4,Champion
14045.0,86,16,11313.029999999999,3,4,4,Champion
14046.0,262,1,154.99,2,1,1,At Risk
14047.0,51,13,3903.88,3,4,4,Champion
14048.0,283,3,748.69,2,2,2,At Risk
14049.0,136,12,10842.7,2,4,4,At Risk
14050.0,9,2,746.36,4,2,2,Loyal
14051.0,8,34,19512.600000000002,4,4,4,Champion
14052.0,368,1,255.45,1,1,1,Lost
14053.0,102,4,572.3,3,3,2,Loyal
14054.0,42,1,92.46,3,1,1,New Client
14055.0,84,3,1520.96,3,2,3,Loyal
14056.0,12,21,7254.9,4,4,4,Champion
14057.0,1,22,8408.84,4,4,4,Champion
14058.0,440,2,469.19,1,2,2,Lost
14059.0,244,1,183.6,2,1,1,At Risk
14060.0,34,28,8809.04,3,4,4,Champion
14061.0,484,3,917.4300000000001,1,2,3,Lost
14062.0,49,23,24364.82,3,4,4,Champion
14063.0,415,9,22710.2,1,4,4,Lost
14064.0,7,15,3332.42,4,4,4,Champion
14065.0,366,3,891.02,1,2,3,Lost
14066.0,244,1,152.55,2,1,1,At Risk
14067.0,41,2,374.7,3,2,2,Loyal
14068.0,297,4,1528.3700000000001,2,3,3,At Risk
14069.0,492,2,230.06,1,2,1,Lost
14070.0,662,1,326.55,1,1,1,Lost
14071.0,9,5,943.0,4,3,3,Champion
14072.0,644,1,390.85,1,1,2,Lost
14073.0,9,1,151.04,4,1,1,New Client
14074.0,601,1,219.39999999999998,1,1,1,Lost
14075.0,238,4,1100.53,2,3,3,At Risk
14076.0,107,1,122.47,3,1,1,New Client
14077.0,18,6,615.0799999999999,4,3,2,Loyal
14078.0,79,9,1692.6299999999999,3,4,3,Champion
14079.0,102,2,618.73,3,2,2,Loyal
14080.0,10,5,1115.68,4,3,3,Champion
14081.0,279,10,5370.1,2,4,4,At Risk
14082.0,342,2,413.36,2,2,2,At Risk
14083.0,104,9,937.75,3,4,3,Champion
14084.0,490,1,150.5,1,1,1,Lost
14085.0,22,29,9195.16,4,4,4,Champion
14086.0,440,1,39.95,1,1,1,Lost
14087.0,382,2,651.8,1,2,2,Lost
14088.0,15,12,51148.04,4,4,4,Champion
14089.0,34,1,161.0,3,1,1,New Client
14090.0,302,1,76.32000000000001,2,1,1,At Risk
14091.0,632,2,9530.08,1,2,4,Lost
14092.0,1,22,6874.99,4,4,4,Champion
14094.0,417,1,335.22,1,1,1,Lost
14095.0,700,1,2.95,1,1,1,Lost
14096.0,2,14,41184.57,4,4,4,Champion
14097.0,459,2,422.85999999999996,1,2,2,Lost
14098.0,14,1,147.35,4,1,1,New Client
14099.0,21,19,5551.91,4,4,4,Champion
14100.0,115,1,194.9,3,1,1,New Client
14101.0,51,13,9961.93,3,4,4,Champion
14102.0,15,2,770.4,4,2,2,Loyal
14104.0,132,5,771.5799999999999,2,3,2,At Risk
14105.0,216,5,5988.83,2,3,4,At Risk
14106.0,715,1,214.79999999999998,1,1,1,Lost
14107.0,29,11,4877.3,3,4,4,Champion
14108.0,8,4,1044.96,4,3,3,Champion
14109.0,50,1,144.2,3,1,1,New Client
14110.0,14,31,12337.07,4,4,4,Champion
14111.0,73,3,295.5,3,2,1,Loyal
14112.0,17,12,5623.49,4,4,4,Champion
14113.0,55,14,6178.570000000001,3,4,4,Champion
14114.0,251,7,1364.09,2,4,3,At Risk
14115.0,479,2,622.6700000000001,1,2,2,Lost
14116.0,8,4,1169.82,4,3,3,Champion
14117.0,121,1,90.0,2,1,1,At Risk
14118.0,406,1,458.45,1,1,2,Lost
14119.0,353,2,183.37,2,2,1,At Risk
14121.0,7,2,1480.51,4,2,3,Loyal
14122.0,384,3,362.42,1,2,2,Lost
14123.0,710,1,436.18,1,1,2,Lost
14124.0,62,1,419.58000000000004,3,1,2,New Client
14125.0,6,2,2406.51,4,2,4,Loyal
14126.0,422,1,466.33000000000004,1,1,2,Lost
14127.0,100,6,1900.0800000000002,3,3,3,Champion
14128.0,38,3,924.21,3,2,3,Loyal
14129.0,73,7,2193.71,3,4,3,Champion
14130.0,296,4,1882.67,2,3,3,At Risk
14131.0,626,1,187.87,1,1,1,Lost
14132.0,8,9,2933.5,4,4,4,Champion
14133.0,107,4,911.14,3,3,3,Champion
14134.0,360,15,11123.35,2,4,4,At Risk
14135.0,9,22,9201.02,4,4,4,Champion
14136.0,378,5,1570.81,1,3,3,Lost
14137.0,673,1,332.7,1,1,1,Lost
14138.0,41,1,638.21,3,1,2,New Client
14139.0,24,4,1086.8,4,3,3,Champion
14140.0,9,1,540.99,4,1,2,New Client
14141.0,37,3,688.7800000000001,3,2,2,Loyal
14142.0,350,2,983.15,2,2,3,At Risk
14143.0,111,1,115.8,3,1,1,New Client
14144.0,464,1,30.599999999999998,1,1,1,Lost
14145.0,24,7,7600.05,4,4,4,Champion
14146.0,59,11,8225.14,3,4,4,Champion
14147.0,55,9,2590.2,3,4,4,Champion
14148.0,211,2,466.29,2,2,2,At Risk
14149.0,198,1,446.62,2,1,2,At Risk
14150.0,13,2,658.64,4,2,2,Loyal
14151.0,650,2,679.45,1,2,2,Lost
14152.0,53,7,1997.3400000000001,3,4,3,Champion
14153.0,461,1,233.4,1,1,1,Lost
14154.0,216,8,6460.7,2,4,4,At Risk
14155.0,244,1,118.75,2,1,1,At Risk
14156.0,1,155,313185.66,4,4,4,Champion
14157.0,263,4,847.07,2,3,2,At Risk
14158.0,18,1,507.66,4,1,2,New Client
14159.0,18,19,7090.19,4,4,4,Champion
14160.0,588,7,8421.47,1,4,4,Lost
14161.0,193,7,3318.88,2,4,4,At Risk
14162.0,151,2,289.36,2,2,1,At Risk
14163.0,65,5,2594.62,3,3,4,Champion
14164.0,48,2,1631.77,3,2,3,Loyal
14165.0,253,1,122.53999999999999,2,1,1,At Risk
14166.0,482,2,256.85,1,2,1,Lost
14167.0,17,8,1296.49,4,4,3,Champion
14168.0,398,2,370.45,1,2,2,Lost
14169.0,408,2,624.4300000000001,1,2,2,Lost
14170.0,353,3,597.33,2,2,2,At Risk
14171.0,75,2,498.79,3,2,2,Loyal
14172.0,583,3,402.72,1,2,2,Lost
14173.0,23,4,378.97,4,3,2,Loyal
14174.0,11,1,134.46,4,1,1,New Client
14175.0,37,8,7678.88,3,4,4,Champion
14176.0,275,5,916.01,2,3,3,At Risk
14177.0,64,13,2229.34,3,4,4,Champion
14178.0,6,6,1200.81,4,3,3,Champion
14179.0,18,2,719.78,4,2,2,Loyal
14180.0,6,32,6158.9,4,4,4,Champion
14181.0,388,2,310.55,1,2,1,Lost
14182.0,421,4,678.77,1,3,2,Lost
14183.0,389,2,286.29,1,2,1,Lost
14184.0,44,1,452.89,3,1,2,New Client
14185.0,309,1,197.65,2,1,1,At Risk
14186.0,405,5,1550.63,1,3,3,Lost
14187.0,451,1,123.5,1,1,1,Lost
14188.0,8,6,2054.36,4,3,3,Champion
14189.0,6,14,5210.39,4,4,4,Champion
14190.0,644,1,79.9,1,1,1,Lost
14191.0,16,12,3282.7400000000002,4,4,4,Champion
14192.0,365,1,293.74,1,1,1,Lost
14193.0,45,3,1210.19,3,2,3,Loyal
14194.0,2,34,17066.38,4,4,4,Champion
14195.0,179,6,2615.6,2,3,4,At Risk
14196.0,84,1,335.52,3,1,1,New Client
14197.0,388,1,390.05,1,1,2,Lost
14198.0,64,8,1397.13,3,4,3,Champion
14199.0,196,4,1091.7,2,3,3,At Risk
14200.0,595,1,379.2,1,1,2,Lost
14201.0,38,10,1193.54,3,4,3,Champion
14202.0,358,3,847.76,2,2,2,At Risk
14203.0,375,1,339.34,1,1,2,Lost
14204.0,400,3,901.9300000000001,1,2,3,Lost
14205.0,242,8,2170.4,2,4,3,At Risk
14206.0,216,3,1185.01,2,2,3,At Risk
14207.0,665,1,157.8,1,1,1,Lost
14208.0,72,2,567.05,3,2,2,Loyal
14209.0,98,14,4796.17,3,4,4,Champion
14210.0,83,16,5861.52,3,4,4,Champion
14211.0,31,18,4402.29,3,4,4,Champion
14212.0,67,2,2190.14,3,2,3,Loyal
14213.0,382,1,1192.2,1,1,3,Lost
14214.0,8,5,1004.38,4,3,3,Champion
14215.0,55,8,2970.52,3,4,4,Champion
14216.0,15,2,770.54,4,2,2,Loyal
14217.0,1,21,3182.81,4,4,4,Champion
14218.0,20,1,169.48000000000002,4,1,1,New Client
14219.0,387,2,543.89,1,2,2,Lost
14220.0,225,4,1515.0,2,3,3,At Risk
14221.0,20,17,6517.49,4,4,4,Champion
14222.0,154,1,683.17,2,1,2,At Risk
14223.0,70,3,991.13,3,2,3,Loyal
14224.0,88,9,1897.9,3,4,3,Champion
14225.0,412,4,2037.02,1,3,3,Lost
14226.0,6,6,3002.53,4,3,4,Champion
14227.0,3,15,6368.71,4,4,4,Champion
14228.0,415,3,745.5,1,2,2,Lost
14229.0,29,7,2594.04,3,4,4,Champion
14230.0,413,3,979.8000000000001,1,2,3,Lost
14231.0,161,4,1235.6200000000001,2,3,3,At Risk
14232.0,20,5,2048.07,4,3,3,Champion
14233.0,26,7,2904.27,4,4,4,Champion
14234.0,7,3,661.82,4,2,2,Loyal
14235.0,53,9,4717.99,3,4,4,Champion
14236.0,58,5,1744.64,3,3,3,Champion
14237.0,351,2,632.14,2,2,2,At Risk
14238.0,304,3,434.23,2,2,2,At Risk
14239.0,21,21,4263.17,4,4,4,Champion
14240.0,8,3,1247.49,4,2,3,Loyal
14241.0,161,2,333.70000000000005,2,2,1,At Risk
14242.0,212,2,280.55,2,2,1,At Risk
14243.0,16,16,7323.63,4,4,4,Champion
14244.0,638,1,366.41999999999996,1,1,2,Lost
14245.0,197,2,1693.45,2,2,3,At Risk
14246.0,88,3,1474.06,3,2,3,Loyal
14247.0,256,5,772.66,2,3,2,At Risk
14248.0,296,3,1032.95,2,2,3,At Risk
14249.0,388,12,5625.461,1,4,4,Lost
14250.0,67,1,1228.83,3,1,3,New Client
14251.0,35,1,1259.46,3,1,3,New Client
14252.0,359,1,350.99,2,1,2,At Risk
14253.0,471,2,363.40000000000003,1,2,2,Lost
14254.0,410,1,601.03,1,1,2,Lost
14255.0,523,1,1000.63,1,1,3,Lost
14256.0,238,5,2473.9900000000002,2,3,4,At Risk
14257.0,41,9,5954.45,3,4,4,Champion
